Sentimen;stemming
Positif;['bagus', 'bngetlah', 'kayak', 'bukit', 'selecta', 'malank', 'keren', 'banget', 'selfienya', 'bagus', 'bngeetttttz', 'cocok', 'unjung', 'turis', 'madura']
Positif;['tawar', 'pandang', 'alam', 'arah', 'kota', 'sumenep', 'benah', 'akomodasi', 'papan', 'tunjuk', 'arah', 'lokasi']
Positif;['tempat', 'indah']
Positif;['bagus', 'orang', 'suka', 'libur', 'pandang', 'bagus']
Positif;['pandang', 'bagus', 'tiket', 'masuk', 'mahal', 'tambah', 'fasilitas']
Netral;['jalang', 'maghrib']
Positif;['bagus', 'guys', 'kota', 'sumenep', 'spot', 'fotofoto', 'unik', 'guys']
Positif;['tempat', 'instagramable', 'banget']
Positif;['wisata', 'lenteng']
Positif;['rekreasi', 'nuansa', 'gunung', 'nyantai', 'keluarga']
Positif;['enak', 'refreshing', 'madura']
Positif;['bagus', 'tempat', 'murah']
Positif;['wisata', 'alam', 'sejuk', 'destinasi', 'alternatif', 'obyek', 'wisata']
Positif;['suka', 'lihat', 'pandang', 'indah', 'tinggi']
Positif;['tempat', 'bagus', 'senang', 'hunting', 'pandang', 'alam']
Positif;['kesana', 'indah', 'alam', 'madura']
Positif;['tempat', 'bagus', 'sayang', 'tiket', 'bagi']
Positif;['pemandanganya', 'bagus', 'lumayan', 'nyantai', 'bareng', 'keluarga']
Positif;['asyik', 'puas', 'banget', 'teman', 'lepas', 'penat']
Positif;['jalan', 'kesana', 'jalan', 'pulang', 'mahir', 'setir']
Positif;['sumenep', 'tinggi', 'sayang', 'jalan', 'batu']
Positif;['lolasi', 'bagusapa', 'prewedrekomen', 'deh']
Positif;['view', 'eksotis', 'lokasi', 'jangkau', 'htm', 'sahabat']
Positif;['akses', 'jalan', 'kecilhanya', 'mobil']
Positif;['wisata', 'buat', 'senang']
Positif;['indah', 'pas', 'banget', 'wisatawan']
Positif;['senang', 'rujak', 'bareng', 'anak', 'teman']
Positif;['bagus', 'banget', 'sesal', 'unjung']
Positif;['pandang', 'lampu', 'indah', 'bukit']
Positif;['pandang', 'sore', 'hari', 'mantapss']
Positif;['baik', 'jalan', 'setapak', 'jalan', 'area']
Negatif;['jalan', 'parah', 'cocok', 'anak', 'balita']
Positif;['bagus', 'lokasi', 'hany', 'panas']
Positif;['wow']
Negatif;['selesai', 'bangun']
Positif;['asik', 'foto', 'keluarga']
Positif;['pandang', 'indah', 'foto', 'selfie']
Negatif;['cocok', 'muda', 'mud']
Netral;['jalan', 'akses', 'diperlrbar']
Positif;['bagus', 'wisata', 'keluarga']
Positif;['cocok', 'reflesing', 'keluarga']
Negatif;['fasilitas', 'parkir', 'pada']
Positif;['serasa', 'genggam', 'alam', 'alami']
Positif;['gila', 'malam', 'sumenep']
Positif;['lumayan', 'seru', 'wilayahx', 'alami']
Positif;['lokasi', 'bagus', 'panas']
Positif;['auo', 'libur', 'bareng', 'boekit', 'daramista']
Positif;['bagus', 'layak', 'kembang']
Positif;['wisata', 'alam', 'alam']
Positif;['kota']
Netral;['harga', 'tiket', 'masuk']
Positif;['lumayan', 'soree']
Positif;['lokasi', 'bagus', 'banget']
Positif;['spot', 'selfie', 'bagus']
Positif;['bagus', 'libur']
Positif;['enak', 'istirahat', 'foto', 'foto']
Positif;['bagus', 'viewnya']
Positif;['pandang', 'mantap', 'murah']
Positif;['mantap', 'jos', 'keluarga']
Positif;['enak', 'cuci', 'mata']
Positif;['jslan', 'krg', 'lebar', 'prasarana', 'krg']
Positif;['panas', 'banget', 'siang']
Positif;['asik', 'libur']
Positif;['senang', 'bikers']
Positif;['tempat', 'bagus']
Positif;['seruuuuu']
Positif;['sesuai', 'muda', 'mud']
Positif;['bagus', 'banget']
Positif;['boekit', 'daramista']
Positif;['wisata', 'madura', 'bagus']
Positif;['lumayan', 'hibur']
Positif;['boekit', 'goyang']
Positif;['tempat', 'bagus']
Positif;['bagus', 'ala', 'ala', 'malang']
Positif;['pandang', 'indah']
Positif;['good', 'nice', 'mantap']
Positif;['keren', 'habis']
Positif;['lumayan', 'bagus']
Positif;['bagus']
Positif;['bagus']
Positif;['sejuk']
Positif;['indah']
Positif;['mantap', 'jiwa']
Positif;['wow']
Positif;['boekit']
Netral;['lumayan']
Positif;['sip']
Positif;['senang']
Positif;['seruukeren']
Positif;['instagramable']
Positif;['bagus']
Positif;['dasar', 'tarik', 'manajemen', 'tingkat', 'lokasi', 'foto', 'jalur', 'pejal']
Positif;['buruk', 'madura', 'lalau', 'bagus']
Positif;['pandang', 'indah', 'seni', 'romantisme', 'foto', 'remaja']
Positif;['senang']
Positif;['suka', 'spot', 'selfie', 'jalan', 'raya', 'lumayan']
Positif;['layak', 'bagus', 'lari']
Positif;['foto', 'wisata', 'boekit', 'daramesta', 'lenteng', 'tinj']
Negatif;['wisata']
Positif;['pandang', 'kota', 'datar']
Positif;['situs', 'kencan']
Positif;['bagus', 'tempat', 'foto']
Positif;['bagus']
Negatif;['bersih']
Positif;['klasik']
Positif;['direkomen']
Positif;['bagus']
Positif;['butuh', 'baik']
Positif;['bagus']
Positif;['komplainsssss']
Positif;['emmiuuuuaaaahhh']
Negatif;['destinasi', 'oke', 'datang', 'kondisi', 'awat', 'jual', 'wisata', 'cafenya', 'tutup', 'spot', 'foto', 'bahaya', 'kayu', 'reyot']
Positif;['bagus', 'tarik']
Positif;['bagus']
Positif;['pandang', 'bagus', 'udara', 'segar', 'akses', 'jalan', 'lokasi', 'wisata', 'layak', 'jalan', 'sempit', 'tembus', 'kampung', 'muat', 'mobil', 'fasilitas', 'wisata']
Positif;['tempat', 'baguspemandangan', 'nuansa', 'alam']
Positif;['ujung', 'sumenep', 'madura', 'asik', 'healing', 'desa', 'sahaja']
Negatif;['tempat', 'awat']
Positif;['pandang', 'bagus', 'parkir', 'aman', 'sayang', 'oknum', 'sengaja', 'tukar', 'tutup', 'kunci', 'vario', 'ambil', 'tukar', 'rusak', 'tau', 'pas', 'kota', 'jauh']
Positif;['bukit', 'kelola', 'masyarakat', 'bagus', 'wisata', 'sisi', 'madura', 'pantai', 'pantai', 'madura', 'sumenep', 'wisata', 'bagus', 'wisata', 'tinggi', 'foto', 'ria']
Negatif;['wisata', 'busuk', 'jaga', 'jujur', 'indah', 'kayak', 'hutan', 'rimba', 'kunjung']
Positif;['spot', 'foto', 'bagus', 'sepeda', 'gantung', 'kalah', 'wisata']
Positif;['bagus', 'instagramabel', 'kembang', 'wisata', 'hits']
Positif;['pemandanganny', 'indah', 'sayang', 'awat', 'pasilitasny', 'tempatny', 'bagus']
Positif;['oke', 'daun', 'daun', 'sapu', 'rawat', 'sepi', 'unjung']
Negatif;['kamar', 'mandi', 'kotor', 'jorok', 'kapok', 'deh', 'kesitu']
Negatif;['tempat', 'awat']
Positif;['nyaman']
Positif;['senang']
Positif;['enak', 'karaoekan']
Positif;['bagus']
Positif;['masyaallah', 'viewnya', 'bagus']
Netral;['asyik', 'jalanjalan']
Negatif;['jalan', 'susah', 'untung', 'siang', 'unjung', 'serasa', 'vip', 'mas', 'banget', 'nunjukin', 'foto', 'semi', 'tur', 'guide', 'fotografer']
Negatif;['kelola', 'khusus', 'area', 'tambang', 'aktiv', 'aktivitas', 'bagus', 'spot', 'foto', 'air', 'kolam', 'musim', 'hujan']
Negatif;['gersang', 'bukit', 'kapurbentuknya', 'bagus', 'bks', 'diambilin', 'batu']
Negatif;['tebing', 'kapur', 'bekas', 'gali', 'tambang', 'jalan', 'kesana', 'lumayan', 'bagus', 'serasa', 'off', 'road', 'cuaca', 'panasss', 'banget', 'lupa', 'pakai', 'sunscreen', 'sunglasses']
Negatif;['asli', 'bagus', 'banget', 'suka', 'alam', 'banget', 'kayak', 'sayang', 'akses', 'jalan', 'ampun', 'jelek', 'banget', 'aspal', 'pas', 'masuk', 'debu', 'banget', 'bayar', 'tiket', 'kali', 'masuk', 'mobil', 'bayar']
Negatif;['salah', 'alternatif', 'wisata', 'pulau', 'madura', 'bukit', 'jaddih', 'bekas', 'gali', 'tambang', 'batu', 'kapur', 'operasi', 'bagi', 'ubah', 'fungsi', 'wisata', 'akses', 'kesini', 'lumayan', 'sulit']
Positif;['biaya', 'masuk', 'mobil', 'ribu', 'moga', 'next', 'papan', 'tunjuk', 'jalan', 'wisata', 'pakai', 'maps', 'diputerin', 'jalan', 'kesana', 'mobil', 'usaha', 'hindar', 'gasruk', 'alhasil', 'cat', 'mobil', 'bemper', 'ngelupas']
Negatif;['kali', 'kesini', 'pakai', 'google', 'map', 'jembatan', 'suramadu', 'arah', 'empat', 'kiri', 'jalan', 'mobil', 'papas', 'mepet', 'jalan', 'lubang', 'parkir', 'masuk']
Negatif;['fasilotas', 'minim', 'pegembangan', 'sentuh', 'artistik', 'tarik', 'wisatawan']
Negatif;['bagus', 'jalan', 'cuman', 'kitq', 'tarik', 'karcis', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']
Negatif;['pas', 'weekend', 'survey', 'bareng', 'truk', 'truk', 'tambang', 'jalan', 'rusak', 'bantu', 'warga', 'lokal', 'cari', 'jalan', 'mending', 'lokasi', 'air', 'surut', 'ujan', 'gersang', 'banget', 'bawa', 'masker', 'debu', 'mana']
Negatif;['tempat', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jalan', 'debu', 'gali', 'tambang', 'kapur']
Negatif;['wisata', 'gunung', 'kapur', 'indahkalau', 'musim', 'kemarau', 'panas', 'banget']
Negatif;['jalan', 'masuk', 'gelombang', 'air', 'danau', 'kering', 'musim', 'kemarau']
Negatif;['kesini', 'h', 'raya', 'idul', 'fitri', 'jalan', 'rusak', 'senang', 'suasana', 'unik', 'ramai', 'suara', 'petas', 'knalpot', 'anak', 'motor', 'khas', 'jaddih', 'bangkal', 'madura']
Negatif;['alam', 'kena', 'pungliyg', 'pas', 'kamar', 'mandi', 'dekat', 'warung', 'kasih', 'milik', 'jalur', 'utama', 'begal', 'suruh', 'jalan', 'nyaeh']
Positif;['masuk', 'gang', 'kali', 'bayar', 'ikhlas', 'warga', 'masuk', 'area', 'bayar', 'ribu', 'mobil', 'pas', 'area', 'luas', 'pilih', 'area', 'milik', 'bedabeda', 'orang']
Negatif;['daerah', 'tambang', 'batu', 'kapur', 'manfaat', 'obyek', 'wisata', 'kelola', 'perintah', 'minim', 'akses', 'jalan', 'sulit']
Negatif;['pungli', 'iya', 'masuk', 'parkir', 'mobil', 'jalan', 'cegat', 'arah', 'masuk', 'gua', 'masuk', 'bayar']
Negatif;['sepi', 'awat', 'covid', 'wisata', 'murah', 'fan', 'tarik']
Negatif;['sayang', 'pas', 'kesini', 'air', 'kolam']
Netral;['bukit', 'jaddih', 'sejati', 'tambang', 'kapur', 'unik', 'tambang', 'alat', 'berat', 'truk', 'berlalulalang', 'angkut', 'batu', 'kapur']
Negatif;['pamandangannya', 'bukit', 'bekas', 'hasil', 'tambang', 'kapur', 'cakep', 'banget', 'instagramablecm', 'sayang', 'akses', 'kesana', 'lewat', 'jalan', 'rusak', 'akses', 'masuk', 'truk', 'tambang', 'mobil', 'kena', 'karcis', 'ribu', 'akses', 'masuk']
Negatif;['bagus', 'foto', 'sayang', 'jalan', 'tkp', 'bagus', 'fasum', 'tingkat', 'shg', 'unjung', 'nyaman', 'moga', 'depan', 'tata']
Negatif;['parkir', 'luas', 'mushola', 'kamar', 'mandi', 'letak', 'jalan', 'masuk', 'lokasi', 'perahu', 'getek', 'warung', 'kopi', 'pungli', 'kali', 'bayar', 'tiket']
Negatif;['bagus', 'tiket', 'uang', 'resmi', 'uang', 'masuk', 'rbu', 'free']
Negatif;['wisata', 'golong', 'mahal', 'pandang', 'suasana', 'panas', 'gersang', 'fasilitas', 'minim', 'kotor', 'pungli', 'lokasi', 'hati', 'jalan', 'sempit', 'lubang', 'polisi', 'tidur', 'mana', 'kendara']
Negatif;['spot', 'wisata', 'kunjung', 'kolam', 'renang', 'danau', 'biru', 'bukit', 'bukit', 'hatihati', 'lewat', 'jalan', 'kendara', 'tambang', 'batu', 'kapur', 'jalan', 'tanjak']
Positif;['bukit', 'jeddih', 'pintu', 'jembatan', 'suramadu', 'lurus', 'tiga', 'belok', 'kiri', 'ikut', 'jalan', 'aspal', 'hati', 'hati', 'simpang', 'mobil', 'kalah', 'pintu', 'masuk', 'samar', 'tunjuk']
Negatif;['cuaca', 'panas', 'saran', 'kesini', 'pagipagi', 'panas', 'hatihati', 'pungli', 'jalan', 'point', 'mana', 'pungli', 'nama', 'kas', 'desa', 'sumbang', 'desa']
Negatif;['kesini', 'kali', 'rombong', 'teman', 'keluarga', 'tempat', 'luas', 'banget', 'panas']
Negatif;['sayang', 'potensi', 'wisata', 'madura', 'ikon', 'wisata', 'bangkal', 'pungli', 'aman', 'lokasi', 'wisatawan', 'pikir', 'kali', 'kunjung', 'kesini', 'warga', 'bangkal']
Negatif;['tempaynya', 'panas', 'tebing', 'kapur', 'kelolah', 'tradisional', 'duduk', 'maret', 'kerja', 'kamar', 'sewa', 'unjung', 'kamar']
Positif;['kelola', 'obyek', 'wisata', 'truk', 'proyek', 'bersliweran', 'kerja', 'proyek', 'gali', 'batu', 'bata', 'putih']
Negatif;['oke', 'tempat', 'igable', 'banget', 'cuman', 'jalan', 'kesini', 'rada', 'jelek', 'lumayan', 'kluaran', 'suramadu', 'worth']
Negatif;['pas', 'putih', 'musim', 'hujanjalan', 'masuk', 'ancurbayar', 'kali']
Positif;['coba', 'kesini', 'bukit', 'jaddih', 'pandemi', 'kesini', 'pintu', 'masuk', 'retribusi']
Negatif;['perhati', 'perintah', 'setempatakses', 'jalan', 'lokasi', 'bergelombangmeskipun', 'panas', 'asyik', 'foto', 'ria']
Positif;['kunjung', 'tanggal', 'november', 'info', 'tiket', 'kendara', 'sepeda', 'motor', 'kena', 'tarif', 'rp', 'sepeda', 'motor', 'tiket', 'masuk', 'beda', 'tiket', 'masuk', 'rp', 'orang', 'tiket', 'masuk']
Negatif;['hati', 'pungli', 'area', 'wisata', 'biaya', 'masuk', 'kali', 'beda', 'biaya', 'renang', 'sedia', 'kacamata', 'masker', 'debu', 'kapur', 'bangan', 'panas']
Positif;['actually', 'b', 'serius', 'rawat', 'keren', 'banget', 'kali', 'lumut', 'dibersihin', 'putih', 'bersih', 'air', 'jaga', 'sampah', 'jernih']
Negatif;['pungli', 'lokasi', 'pas', 'masuk', 'tarik', 'rbmotor', 'masuk', 'danau', 'tarik', 'rborg']
Negatif;['pandang', 'bukit', 'kapur', 'masuk', 'goa', 'experince', 'patut', 'coba', 'sayang', 'akses', 'kesini', 'jalan', 'lumayan', 'jelek']
Negatif;['kali', 'tempat', 'kota', 'surabaya', 'berhatihati', 'map', 'google', 'titik', 'lokasi', 'salah', 'kemarin', 'orang', 'desa', 'kampung', 'bicara', 'tempat', 'milik', 'tanda', 'papan', 'nama']
Negatif;['kemarin', 'pintu', 'masuk', 'karcis', 'jalan', 'pinta', 'dalm', 'pungli', 'fasilitas', 'apa', 'kecewa']
Negatif;['kesana', 'sepi', 'banget', 'kayak', 'pungli', 'bayar', 'masuk', 'loket', 'tiket', 'yauda', 'gapapa', 'bayar']
Negatif;['akses', 'wisata', 'jelek', 'tari', 'ngeprank', 'wisatawan', 'harga', 'masuk', 'ok']
Negatif;['hhhhmmmm', 'pungli', 'nyaman', 'pungli', 'panas', 'debu', 'saran', 'bawa', 'kacamata', 'kelilip', 'sunblock', 'kulit', 'gosong', 'kunjung', 'bukit', 'jadih', 'moga', 'depan', 'kelola', 'destinasi', 'wisata', 'nyaman']
Negatif;['masuk', 'biaya', 'beda', 'motor', 'biaya', 'parkir', 'bangun', 'warna', 'hitam', 'area', 'perhati', 'baik', 'wisata']
Netral;['kasih', 'bintang', 'pungli', 'kasih', 'bintang']
Negatif;['tempat', 'mbrasak', 'jalan', 'masuk', 'rusak', 'debu', 'siapin', 'masker', 'warga', 'biaya', 'illegal', 'mobil', 'puluh', 'ribu', 'orang', 'ribu', 'kali', 'kali']
Negatif;['for', 'the', 'first', 'time', 'ksana', 'pakai', 'plat', 'b', 'ksanaktmu', 'punglitp', 'suruh', 'jalan', 'truskrn', 'blgnya', 'rumah', 'keluarga', 'dlmpdhl', 'wisata', 'ksana', 'ngandelin', 'gmaps', 'masuk', 'mobil', 'ribu', 'orang', 'kena', 'ribu', 'rupiah']
Negatif;['bawa', 'uang', 'preman', 'pungli', 'aku', 'resmi', 'tiket', 'masuk', 'jalan', 'akses', 'tarik', 'infaq', 'maju', 'ratus', 'meter', 'pos', 'tiket', 'masuk', 'parkir', 'goa', 'pote', 'suruh', 'bayar']
Negatif;['rekomendasi', 'kesana', 'minggu', 'minggu', 'kolam', 'kuras', 'kecewa', 'pokok', 'jaga', 'tiket', 'omong', 'bayar', 'ribu', 'orang', 'kolam', 'enggak ada', 'lihat']
Negatif;['rekomended', 'aksesibilitas', 'jalan', 'sempit', 'sepi', 'bahaya', 'rame', 'worth', 'informasi', 'pintu', 'masuk']
Negatif;['bukit', 'kapur', 'spesial', 'objek', 'jual', 'bekas', 'gua', 'lubang', 'tambang', 'lebih', 'nikmat', 'lokasi', 'lumayan', 'jalan', 'retribusi', 'masyarakat', 'dimanamana', 'tambah']
Negatif;['salah', 'tambang', 'batu', 'kapur', 'instagramable', 'madura', 'sayang', 'kelola', 'jalan', 'masuk', 'kelola', 'parkir', 'tiket', 'masuk', 'beranta']
Negatif;['suasana', 'alam', 'takjub', 'sayang', 'awat', 'lengkap', 'fasilitas']
Negatif;['panas', 'debu', 'pakai', 'masker', 'cocok', 'offroad', 'hampar', 'pasir', 'putih', 'batu', 'kapur', 'tutup', 'jam', 'truk', 'angkut', 'batu']
Netral;['jalan', 'tkp', 'debu', 'rusaktaman', 'wisata', 'awat', 'cuaca', 'panas', 'terik']
Positif;['parkir', 'habis', 'ribu', 'emezing', 'spot', 'foto', 'ditarikin', 'duitrb', 'parkir', 'mobil', 'pintu', 'masuk', 'tarik', 'ribu', 'kasih', 'karcis', 'atas', 'cegat', 'ditarok', 'ribu', 'wkwkw', 'kasi', 'karcis', 'parkir', 'pulang']
Positif;['mandi', 'palang', 'bayar', 'mobil', 'orang']
Negatif;['instagrammable', 'panas', 'kering', 'medan', 'kesana', 'golong', 'mudah', 'kemarau', 'kesana', 'goa', 'pote', 'air']
Netral;['akses', 'jalan', 'pada', 'unjung', 'wisata', 'jalan', 'golong', 'sepi', 'rawan', 'malam']
Positif;['salah', 'wisata', 'madura', 'tawar', 'pandang', 'bukit', 'kapur', 'mana', 'aktifitas', 'tambang', 'ambil', 'kapur', 'bintang', 'sampah', 'sera', 'wisata', 'akan', 'alakadarnya']
Negatif;['sengaja', 'kesini', 'kosong', 'main', 'madura', 'lihat', 'objek', 'wisata', 'dekat', 'langsung', 'mampir', 'kecewa', 'lokasi', 'aman', 'giat', 'tambang', 'suara', 'alat', 'berat']
Positif;['alhamdulillah', 'kali', 'kesana', 'kena', 'pungli', 'bayar', 'ribu', 'pas', 'masuk', 'ibuibu', 'jaga', 'warung', 'saran', 'berangkat', 'pagi', 'panas', 'berangkat', 'siang', 'panas']
Negatif;['hawa', 'panas', 'kapal', 'orang', 'uang', 'masuk', 'mobil']
Negatif;['instragrameble', 'pungli', 'portal', 'kena', 'biaya', 'masuk', 'ribu']
Negatif;['karcis', 'kali', 'mahal', 'potong', 'kayak', 'preman', 'sepi', 'engunjung']
Negatif;['kondisi', 'awat', 'pandemi', 'masim', 'kemarau', 'danau', 'kolam', 'kering', 'unjung', 'ramai']
Negatif;['masuk', 'kampung', 'pungli', 'masuk', 'area', 'tarik', 'bayar', 'karcis', 'mobil', 'pas', 'parkir', 'bayar']
Negatif;['bukit', 'kapur', 'kesana', 'oktober', 'panas', 'banget', 'debu', 'banget', 'baik', 'sempurna', 'debu', 'kapur', 'kola', 'parkir', 'kali', 'bayar', 'hitung', 'orang', 'sayang', 'banget']
Negatif;['tempat', 'lu', 'know', 'puanaaaaasssnya', 'ampun', 'enggak mau', 'gosong', 'pakai', 'sunblock', 'spf', 'botol', 'deh', 'jalan', 'masuk', 'lebar', 'jalan', 'desa', 'dimintain', 'sumbang', 'ikhlas', 'maju', 'dikit', 'loket']
Negatif;['instagramable', 'panas', 'area', 'bukit', 'kapur', 'aktivitas', 'tambang', 'lumayan', 'backsound', 'khas']
Negatif;['tukang', 'karcis', 'ramah', 'wisata', 'awat', 'kotor', 'tandus', 'air', 'keruh', 'banget', 'rekomen', 'banget', 'deh']
Negatif;['sepi', 'weekday', 'weekend', 'jalan', 'gang', 'masuk', 'bukit', 'pasir', 'susah', 'debu', 'kendara', 'motor']
Negatif;['sip', 'perintah', 'kelola', 'wisata', 'bagus', 'kunjung', 'gazebo', 'foodcourt', 'santa']
Negatif;['sayang', 'tempat', 'awat', 'pandemi']
Negatif;['perintah', 'olah', 'pungli', 'butuh', 'pengolahanuntuk', 'pariwisata', 'proyek']
Negatif;['tempat', 'unik', 'debu', 'nyaman', 'berlamalama', 'bawa', 'anak']
Negatif;['kali', 'kesini', 'rumah', 'jalan', 'masuk', 'wilayah', 'kampung', 'tiket', 'masuk', 'kaget', 'sekalisemoga', 'depan', 'pengelolaanya', 'jarang', 'wisata', 'bangkal']
Negatif;['kesini', 'musim', 'hujan', 'jalan', 'titik', 'becek', 'jalan', 'raya', 'belok', 'masuk', 'jalan', 'bukit', 'cegat', 'oknum', 'aku', 'tugas', 'tiket', 'masuk', 'resmi', 'spot']
Negatif;['kir', 'rawan', 'unjung', 'plat', 'nomor', 'daerah', 'baik', 'sama', 'teman', 'asli', 'over', 'all', 'tempat', 'bagus', 'puncak', 'lihat', 'bangkal']
Negatif;['cocok', 'hunting', 'foto', 'musim', 'panas', 'kesini', 'lupa', 'bawa', 'payung']
Negatif;['ngeri', 'tempat', 'preman', 'anak', 'muda', 'pungli', 'uang', 'unjung', 'kasih', 'marah', 'mohon', 'perintah', 'nyaman']
Negatif;['lokasi', 'panas', 'banget', 'lupa', 'bawa', 'kacamata', 'hitam', 'payung', 'topi', 'kolam', 'renang', 'bersih', 'fasilitas', 'dukung', 'kamar', 'mandi', 'bilas', 'dagang', 'makan', 'ringan', 'hatihati', 'pungli', 'siap', 'lembar', 'uang', 'pecah']
Negatif;['liar', 'panasbukit', 'curam', 'jugabagus', 'kemah', 'dua']
Negatif;['panas', 'sejuk', 'angincuma', 'sayang', 'masuk', 'spot', 'suruh', 'bayarada', 'kali', 'tari', 'suruh', 'bayar']
Negatif;['lelah', 'bukit', 'kapru', 'map', 'sesuai', 'titik', 'lokasi', 'wisata', 'google', 'data', 'map', 'benerin', 'unjung', 'kesasar', 'sesuai', 'titik', 'jalan', 'wisata']
Negatif;['air', 'sesuai', 'biru', 'kemarin', 'coklat', 'target', 'jalan']
Negatif;['kali', 'musim', 'kemarau', 'debu', 'enak']
Negatif;['kelola', 'kotor', 'awat']
Negatif;['bayar', 'masuk', 'kendara', 'ribu', 'motor', 'pas', 'masuk', 'lokasi', 'bayar', 'ribu', 'orang']
Negatif;['pungliiiiiii', 'lumayan', 'pungli', 'tempat', 'bareng', 'truk', 'ambil', 'batu', 'jalan', 'rusak']
Negatif;['panas', 'banget', 'awat', 'tambang']
Negatif;['fasilitas', 'memadaiseperti', 'kamar', 'sedia', 'sekitar', 'kolam', 'renangbawahitupun', 'nampung', 'musim', 'libur', 'tibaantrinyaminta', 'ampuntempat', 'beristirahatga', 'adakecuali', 'sewa', 'rumah']
Negatif;['kotorpanassekedar', 'penuh', 'hasrat', 'penasaran']
Negatif;['sesuai', 'gambar', 'karcis', 'dobeldobel', 'pelayananya', 'sesuai', 'jala', 'debu']
Negatif;['maksimal', 'foto', 'tmpatnya', 'panaaaaassss', 'banget', 'sorot', 'sinar', 'matahari', 'langsung']
Negatif;['memuaskanpungli', 'kalisampek', 'mintak', 'uang']
Negatif;['saat', 'musim', 'kering', 'air', 'susut', 'sampah']
Negatif;['bukit', 'kapur', 'jaddihmadura', 'tempat', 'debu', 'aktifitas', 'tambang', 'kapur', 'spot', 'foto', 'overral', 'bagus', 'banget']
Negatif;['walah', 'walah', 'sedia', 'uang', 'gan']
Negatif;['objek', 'wisata', 'potensi', 'baik', 'managemennya', 'pungli']
Negatif;['ubah', 'air', 'jernih', 'sampah', 'dimanamana', 'huhu', 'sok', 'sad', 'moga', 'perintah', 'urus', 'bukit', 'jaddih', 'perhati', 'sana', 'bau', 'pesing', 'tempattempat', 'renov']
Negatif;['gunung', 'kapur', 'siang', 'puanas', 'banget', 'danau', 'kering']
Negatif;['pemkab', 'anggar', 'jalan', 'masuk', 'apbd', 'destinasi', 'bangga', 'bangkal', 'masyarakat', 'jaga', 'oknum', 'pungli', 'pungli', 'tanggung', 'aman', 'ramai', 'destinasi', 'unjung', 'nyaman']
Negatif;['pungli', 'banyak', 'bayar', 'pas', 'masuk', 'wisata', 'malas', 'kapok', 'mending', 'pantai']
Negatif;['pungli', 'masuk', 'motor', 'selasa', 'masuk', 'portal', 'bayar', 'rborang', 'masuk', 'kasih', 'tiket', 'warna', 'pink', 'masuk', 'parkir', 'tagih', 'ribu', 'orang']
