komentar;cleaning;tokenize
"Tiket nya kemahalan 15 ribu walaupun bnyak gk ad bonos nya
Jaga loket nya gk ramah
Nyesel …";Tiket nya kemahalan ribu walaupun bnyak gk ad bonos nya Jaga loket nya gk ramah Nyesel;['tiket', 'nya', 'kemahalan', 'ribu', 'walaupun', 'bnyak', 'gk', 'ad', 'bonos', 'nya', 'jaga', 'loket', 'nya', 'gk', 'ramah', 'nyesel']
tempat wisata alam areal perbukitan, bisa melihat keindahan kota dimalam hari;tempat wisata alam areal perbukitan bisa melihat keindahan kota dimalam hari;['tempat', 'wisata', 'alam', 'areal', 'perbukitan', 'bisa', 'melihat', 'keindahan', 'kota', 'dimalam', 'hari']
Alasan bagaimananya saya tidak tau ...Tetapi saya sangat menyukainya . Dan untuk lokasi sangat juga melelahkan karna terbilang jauh. Namun tempatnya tidak usah di ragukan lagi;Alasan bagaimananya saya tidak tau Tetapi saya sangat menyukainya Dan untuk lokasi sangat juga melelahkan karna terbilang jauh Namun tempatnya tidak usah di ragukan lagi;['alasan', 'bagaimananya', 'saya', 'tidak', 'tau', 'tetapi', 'saya', 'sangat', 'menyukainya', 'dan', 'untuk', 'lokasi', 'sangat', 'juga', 'melelahkan', 'karna', 'terbilang', 'jauh', 'namun', 'tempatnya', 'tidak', 'usah', 'di', 'ragukan', 'lagi']
"Eman g terawat
Ga ada org jualan minum ?? …";Eman g terawat Ga ada org jualan minum;['eman', 'g', 'terawat', 'ga', 'ada', 'org', 'jualan', 'minum']
Bagus sekali;Bagus sekali;['bagus', 'sekali']
Tiket terlalu mahal  kurang terawat jalananya licin;Tiket terlalu mahal kurang terawat jalananya licin;['tiket', 'terlalu', 'mahal', 'kurang', 'terawat', 'jalananya', 'licin']
Terlalu mahal untuk destinasi wisata yg hanya seperti itu;Terlalu mahal untuk destinasi wisata yg hanya seperti itu;['terlalu', 'mahal', 'untuk', 'destinasi', 'wisata', 'yg', 'hanya', 'seperti', 'itu']
Pernah kesana 4tahun lalu.. Dan tempatnya menakjubkan.;Pernah kesana tahun lalu Dan tempatnya menakjubkan;['pernah', 'kesana', 'tahun', 'lalu', 'dan', 'tempatnya', 'menakjubkan']
Bagus dan bisa lihat pemandangan;Bagus dan bisa lihat pemandangan;['bagus', 'dan', 'bisa', 'lihat', 'pemandangan']
Lumayan bagus pemandangannya;Lumayan bagus pemandangannya;['lumayan', 'bagus', 'pemandangannya']
Bukit tinggi?? …;Bukit tinggi;['bukit', 'tinggi']
Keren... Asyik, seru, menyenangkan;Keren Asyik seru menyenangkan;['keren', 'asyik', 'seru', 'menyenangkan']
Bagus, tapi kurang perawatan;Bagus tapi kurang perawatan;['bagus', 'tapi', 'kurang', 'perawatan']
bagus;bagus;['bagus']
Tempatnya bagus dan bersih;Tempatnya bagus dan bersih;['tempatnya', 'bagus', 'dan', 'bersih']
Wisata kebanggaan daramista lenteng sumenep;Wisata kebanggaan daramista lenteng sumenep;['wisata', 'kebanggaan', 'daramista', 'lenteng', 'sumenep']
Mohon dilakukan pemeliharaan ulang;Mohon dilakukan pemeliharaan ulang;['mohon', 'dilakukan', 'pemeliharaan', 'ulang']
Wisatane orang orang sumenep;Wisatane orang orang sumenep;['wisatane', 'orang', 'orang', 'sumenep']
Bagus tapi kotor;Bagus tapi kotor;['bagus', 'tapi', 'kotor']
Pemandangannya bagus;Pemandangannya bagus;['pemandangannya', 'bagus']
karna sangat bguss;karna sangat bguss;['karna', 'sangat', 'bguss']
Bagus...;Bagus;['bagus']
bagus;bagus;['bagus']
Bagussa;Bagussa;['bagussa']
Romantis;Romantis;['romantis']
Sip;Sip;['sip']
Bagus;Bagus;['bagus']
"Tempat yang luar biasa untuk menghirup udara segar, atau hanya untuk berfoto bersama keluarga dan teman.
sangat murah untuk memasuki tempat ini. dan manajemen harus ditingkatkan.";Tempat yang luar biasa untuk menghirup udara segar atau hanya untuk berfoto bersama keluarga dan teman sangat murah untuk memasuki tempat ini dan manajemen harus ditingkatkan;['tempat', 'yang', 'luar', 'biasa', 'untuk', 'menghirup', 'udara', 'segar', 'atau', 'hanya', 'untuk', 'berfoto', 'bersama', 'keluarga', 'dan', 'teman', 'sangat', 'murah', 'untuk', 'memasuki', 'tempat', 'ini', 'dan', 'manajemen', 'harus', 'ditingkatkan']
Bukit yang sejuk dan sejuk ?? …;Bukit yang sejuk dan sejuk;['bukit', 'yang', 'sejuk', 'dan', 'sejuk']
Ini adalah tempat yang bagus di mana Anda dapat menyembuhkan dan mengambil oksigen segar. Karena naik bukit dengan pemandangan yang bagus, terutam …;Ini adalah tempat yang bagus di mana Anda dapat menyembuhkan dan mengambil oksigen segar Karena naik bukit dengan pemandangan yang bagus terutam;['ini', 'adalah', 'tempat', 'yang', 'bagus', 'di', 'mana', 'anda', 'dapat', 'menyembuhkan', 'dan', 'mengambil', 'oksigen', 'segar', 'karena', 'naik', 'bukit', 'dengan', 'pemandangan', 'yang', 'bagus', 'terutam']
Pemandangan yang sangat sejuk dengan panorama alam yang indah;Pemandangan yang sangat sejuk dengan panorama alam yang indah;['pemandangan', 'yang', 'sangat', 'sejuk', 'dengan', 'panorama', 'alam', 'yang', 'indah']
Tempat Guud .. Sangat bagus untuk berburu  …;Tempat Guud Sangat bagus untuk berburu;['tempat', 'guud', 'sangat', 'bagus', 'untuk', 'berburu']
Pemandangan alam;Pemandangan alam;['pemandangan', 'alam']
Josh;Josh;['josh']
Tempat yang indah;Tempat yang indah;['tempat', 'yang', 'indah']
Kondisinya gak terawat jelas hutan banget jadinya;Kondisinya gak terawat jelas hutan banget jadinya;['kondisinya', 'gak', 'terawat', 'jelas', 'hutan', 'banget', 'jadinya']
Tidak jauh dari kota Sumenep. Pemandangan dari atas bukit, dan ada spot foto dengan latar lembah yg luas.;Tidak jauh dari kota Sumenep Pemandangan dari atas bukit dan ada spot foto dengan latar lembah yg luas;['tidak', 'jauh', 'dari', 'kota', 'sumenep', 'pemandangan', 'dari', 'atas', 'bukit', 'dan', 'ada', 'spot', 'foto', 'dengan', 'latar', 'lembah', 'yg', 'luas']
Bagus,asyik,rekomended dech.cuma panas bgt klo siang2,perlu tambahan fasilitas lg biar tmbh menarik;Bagusasyikrekomended dechcuma panas bgt klo siangperlu tambahan fasilitas lg biar tmbh menarik;['bagusasyikrekomended', 'dechcuma', 'panas', 'bgt', 'klo', 'siangperlu', 'tambahan', 'fasilitas', 'lg', 'biar', 'tmbh', 'menarik']
Destinasi wisata yg satu ini patut diperhitungkan. Posisinya yg berada dibukit memanjakan pengunjung dg pemandangan alam yg menarik. Disana juga disediakan spot2 menarik untuk selfie maupun wefie. Mulai dari taman bunga, rumah kurcaci, rumah pohon, flying fox dan banyak lagi yg lain yg pastinya unik dan menarik;Destinasi wisata yg satu ini patut diperhitungkan Posisinya yg berada dibukit memanjakan pengunjung dg pemandangan alam yg menarik Disana juga disediakan spot menarik untuk selfie maupun wefie Mulai dari taman bunga rumah kurcaci rumah pohon flying fox dan banyak lagi yg lain yg pastinya unik dan menarik;['destinasi', 'wisata', 'yg', 'satu', 'ini', 'patut', 'diperhitungkan', 'posisinya', 'yg', 'berada', 'dibukit', 'memanjakan', 'pengunjung', 'dg', 'pemandangan', 'alam', 'yg', 'menarik', 'disana', 'juga', 'disediakan', 'spot', 'menarik', 'untuk', 'selfie', 'maupun', 'wefie', 'mulai', 'dari', 'taman', 'bunga', 'rumah', 'kurcaci', 'rumah', 'pohon', 'flying', 'fox', 'dan', 'banyak', 'lagi', 'yg', 'lain', 'yg', 'pastinya', 'unik', 'dan', 'menarik']
"panorama sangat bagus terutama sore
akses jalan kurang lebar";panorama sangat bagus terutama sore akses jalan kurang lebar;['panorama', 'sangat', 'bagus', 'terutama', 'sore', 'akses', 'jalan', 'kurang', 'lebar']
Begitu bersih dan memukau, sungguh indah ciptaanmu Allah SWT;Begitu bersih dan memukau sungguh indah ciptaanmu Allah SWT;['begitu', 'bersih', 'dan', 'memukau', 'sungguh', 'indah', 'ciptaanmu', 'allah', 'swt']
"Lumayan Uji adrenalin klo menuju ke sini Apa lagi pulangnya ????????
(Khusus yang bawa mobil harap hati2) karna jalan Sempit …";Lumayan Uji adrenalin klo menuju ke sini Apa lagi pulangnya Khusus yang bawa mobil harap hati karna jalan Sempit;['lumayan', 'uji', 'adrenalin', 'klo', 'menuju', 'ke', 'sini', 'apa', 'lagi', 'pulangnya', 'khusus', 'yang', 'bawa', 'mobil', 'harap', 'hati', 'karna', 'jalan', 'sempit']
Fasilitasnya kurang memadai, padahal biaya masuk sudah bisa dibilang cukup mahal;Fasilitasnya kurang memadai padahal biaya masuk sudah bisa dibilang cukup mahal;['fasilitasnya', 'kurang', 'memadai', 'padahal', 'biaya', 'masuk', 'sudah', 'bisa', 'dibilang', 'cukup', 'mahal']
Panas sih tapi disini banyak spot foto yg intagrameble bgt;Panas sih tapi disini banyak spot foto yg intagrameble bgt;['panas', 'sih', 'tapi', 'disini', 'banyak', 'spot', 'foto', 'yg', 'intagrameble', 'bgt']
Keren buat foto, untuk mengabadikan moment kebersamaan;Keren buat foto untuk mengabadikan moment kebersamaan;['keren', 'buat', 'foto', 'untuk', 'mengabadikan', 'moment', 'kebersamaan']
Tiket masuk murah;Tiket masuk murah;['tiket', 'masuk', 'murah']
Ini aing datengnya emang rada sore dan malem jumat jadi ya sepi bangettt;Ini aing datengnya emang rada sore dan malem jumat jadi ya sepi bangettt;['ini', 'aing', 'datengnya', 'emang', 'rada', 'sore', 'dan', 'malem', 'jumat', 'jadi', 'ya', 'sepi', 'bangettt']
tenang dan sejuk di daerah yang katanya panas. jika anda mencari kesejukan dan ketenangan di tengah teriknya matahari, mau menikmati semilir angin yang membawa kesejukan di daerah yang panas disini tempatnya. fasilitas cukup. untuk self …;tenang dan sejuk di daerah yang katanya panas jika anda mencari kesejukan dan ketenangan di tengah teriknya matahari mau menikmati semilir angin yang membawa kesejukan di daerah yang panas disini tempatnya fasilitas cukup untuk self;['tenang', 'dan', 'sejuk', 'di', 'daerah', 'yang', 'katanya', 'panas', 'jika', 'anda', 'mencari', 'kesejukan', 'dan', 'ketenangan', 'di', 'tengah', 'teriknya', 'matahari', 'mau', 'menikmati', 'semilir', 'angin', 'yang', 'membawa', 'kesejukan', 'di', 'daerah', 'yang', 'panas', 'disini', 'tempatnya', 'fasilitas', 'cukup', 'untuk', 'self']
Bagoes tempatx....apalagi tambah malam tambah bagoes;Bagoes tempatxapalagi tambah malam tambah bagoes;['bagoes', 'tempatxapalagi', 'tambah', 'malam', 'tambah', 'bagoes']
Cocok buat kalian para remaja,ibu²,bapak² yg suka berselfie maupun berwefie. Tpi,bagi kalian yg inigin kesini,lebih baik masuk kesininya sore menjelang malam serta tidak kepanasan. Karna bagus dg melihat pemandangan kabupaten² sumenep.;Cocok buat kalian para remajaibubapak yg suka berselfie maupun berwefie Tpibagi kalian yg inigin kesinilebih baik masuk kesininya sore menjelang malam serta tidak kepanasan Karna bagus dg melihat pemandangan kabupaten sumenep;['cocok', 'buat', 'kalian', 'para', 'remajaibubapak', 'yg', 'suka', 'berselfie', 'maupun', 'berwefie', 'tpibagi', 'kalian', 'yg', 'inigin', 'kesinilebih', 'baik', 'masuk', 'kesininya', 'sore', 'menjelang', 'malam', 'serta', 'tidak', 'kepanasan', 'karna', 'bagus', 'dg', 'melihat', 'pemandangan', 'kabupaten', 'sumenep']
Pemandangannya bagus, spot2 selfinya jg oke, perlu ditingkatkan perawatannya saja terutama kebersihan toiletnya.;Pemandangannya bagus spot selfinya jg oke perlu ditingkatkan perawatannya saja terutama kebersihan toiletnya;['pemandangannya', 'bagus', 'spot', 'selfinya', 'jg', 'oke', 'perlu', 'ditingkatkan', 'perawatannya', 'saja', 'terutama', 'kebersihan', 'toiletnya']
"Perlu perhatian lebih dari pemerintah setempat, terkait infrastruktur yang harus dibenanhi dan dilengkapi, safety dan lahan parkir...
Semoga bisa berkembang lebih baik lagi...";Perlu perhatian lebih dari pemerintah setempat terkait infrastruktur yang harus dibenanhi dan dilengkapi safety dan lahan parkir Semoga bisa berkembang lebih baik lagi;['perlu', 'perhatian', 'lebih', 'dari', 'pemerintah', 'setempat', 'terkait', 'infrastruktur', 'yang', 'harus', 'dibenanhi', 'dan', 'dilengkapi', 'safety', 'dan', 'lahan', 'parkir', 'semoga', 'bisa', 'berkembang', 'lebih', 'baik', 'lagi']
"Buat teman-teman traveller dan holidayer, tempat ini jadi salah satu tempat rekom buat temen"" yang suka menikmati udara ketinggian ini tempatnya. Buat temen"" yg belum tau, Boekit Tinggi daramista ini tempatnya ada di Kab. Sumenep, Madura. …";Buat temanteman traveller dan holidayer tempat ini jadi salah satu tempat rekom buat temen yang suka menikmati udara ketinggian ini tempatnya Buat temen yg belum tau Boekit Tinggi daramista ini tempatnya ada di Kab Sumenep Madura;['buat', 'temanteman', 'traveller', 'dan', 'holidayer', 'tempat', 'ini', 'jadi', 'salah', 'satu', 'tempat', 'rekom', 'buat', 'temen', 'yang', 'suka', 'menikmati', 'udara', 'ketinggian', 'ini', 'tempatnya', 'buat', 'temen', 'yg', 'belum', 'tau', 'boekit', 'tinggi', 'daramista', 'ini', 'tempatnya', 'ada', 'di', 'kab', 'sumenep', 'madura']
Bagus untuk foto2 namun masih kurang luas wilayahnya masih perlu ditambahkan juga wahana far lebih menarik;Bagus untuk foto namun masih kurang luas wilayahnya masih perlu ditambahkan juga wahana far lebih menarik;['bagus', 'untuk', 'foto', 'namun', 'masih', 'kurang', 'luas', 'wilayahnya', 'masih', 'perlu', 'ditambahkan', 'juga', 'wahana', 'far', 'lebih', 'menarik']
Tempat yang perlu peejuangan untuk dikunjungi. Namun viewnya keren. Kami datamg tengah hari bolong, klo malem mungkin lebih keren, dengan gemerlap lelampu di kejauhab.;Tempat yang perlu peejuangan untuk dikunjungi Namun viewnya keren Kami datamg tengah hari bolong klo malem mungkin lebih keren dengan gemerlap lelampu di kejauhab;['tempat', 'yang', 'perlu', 'peejuangan', 'untuk', 'dikunjungi', 'namun', 'viewnya', 'keren', 'kami', 'datamg', 'tengah', 'hari', 'bolong', 'klo', 'malem', 'mungkin', 'lebih', 'keren', 'dengan', 'gemerlap', 'lelampu', 'di', 'kejauhab']
Lokasi yang mudah dijangkau meski harus lumayan mendaki dan melewati jalan kecil berkelok. Tempatnya indah dan asri.;Lokasi yang mudah dijangkau meski harus lumayan mendaki dan melewati jalan kecil berkelok Tempatnya indah dan asri;['lokasi', 'yang', 'mudah', 'dijangkau', 'meski', 'harus', 'lumayan', 'mendaki', 'dan', 'melewati', 'jalan', 'kecil', 'berkelok', 'tempatnya', 'indah', 'dan', 'asri']
Bagus pemandangannya;Bagus pemandangannya;['bagus', 'pemandangannya']
"tempat yg cocok buat ngadem dan selfi ria..
karna banyak view foto keren .";tempat yg cocok buat ngadem dan selfi ria karna banyak view foto keren;['tempat', 'yg', 'cocok', 'buat', 'ngadem', 'dan', 'selfi', 'ria', 'karna', 'banyak', 'view', 'foto', 'keren']
Keren, bagus, dan pemandangan nya indah. Namun gak ada kamar mandi atauu WC nya;Keren bagus dan pemandangan nya indah Namun gak ada kamar mandi atauu WC nya;['keren', 'bagus', 'dan', 'pemandangan', 'nya', 'indah', 'namun', 'gak', 'ada', 'kamar', 'mandi', 'atauu', 'wc', 'nya']
Keren dan recommended banget dah;Keren dan recommended banget dah;['keren', 'dan', 'recommended', 'banget', 'dah']
Tempat yang cocok untuk berfoto foto ria dan menikmati sejuknya angin;Tempat yang cocok untuk berfoto foto ria dan menikmati sejuknya angin;['tempat', 'yang', 'cocok', 'untuk', 'berfoto', 'foto', 'ria', 'dan', 'menikmati', 'sejuknya', 'angin']
Tempat ini enak, nyaman dan tenang... Tp rasanya kurang profesional dlm layanan dan kebersihan..;Tempat ini enak nyaman dan tenang Tp rasanya kurang profesional dlm layanan dan kebersihan;['tempat', 'ini', 'enak', 'nyaman', 'dan', 'tenang', 'tp', 'rasanya', 'kurang', 'profesional', 'dlm', 'layanan', 'dan', 'kebersihan']
Tempatnya kurang terpublish. Karna ada dipedesaan dan jalannya lumayan jauh dari jalan raya;Tempatnya kurang terpublish Karna ada dipedesaan dan jalannya lumayan jauh dari jalan raya;['tempatnya', 'kurang', 'terpublish', 'karna', 'ada', 'dipedesaan', 'dan', 'jalannya', 'lumayan', 'jauh', 'dari', 'jalan', 'raya']
Pengen kesini lagi.... Dulu tahun 2017 masih jelek sekarang indahnya mantep banget... Kayak ada di Brazil???? …;Pengen kesini lagi Dulu tahun masih jelek sekarang indahnya mantep banget Kayak ada di Brazil;['pengen', 'kesini', 'lagi', 'dulu', 'tahun', 'masih', 'jelek', 'sekarang', 'indahnya', 'mantep', 'banget', 'kayak', 'ada', 'di', 'brazil']
Bukit tinggi adalah wisata kampung kami yang bernuansa islami dan beraneka ragam tanaman bunga;Bukit tinggi adalah wisata kampung kami yang bernuansa islami dan beraneka ragam tanaman bunga;['bukit', 'tinggi', 'adalah', 'wisata', 'kampung', 'kami', 'yang', 'bernuansa', 'islami', 'dan', 'beraneka', 'ragam', 'tanaman', 'bunga']
Sayang tdk terawat, apabila dirawat akan terlihat lebih bagus lagi;Sayang tdk terawat apabila dirawat akan terlihat lebih bagus lagi;['sayang', 'tdk', 'terawat', 'apabila', 'dirawat', 'akan', 'terlihat', 'lebih', 'bagus', 'lagi']
Mantap sudah... Enak buat nongkrong bareng kolega dan keluarga;Mantap sudah Enak buat nongkrong bareng kolega dan keluarga;['mantap', 'sudah', 'enak', 'buat', 'nongkrong', 'bareng', 'kolega', 'dan', 'keluarga']
Kereenn;Kereenn;['kereenn']
Menyenangkan sebuah bukit yg indah...perlu perbaikan banyak..;Menyenangkan sebuah bukit yg indahperlu perbaikan banyak;['menyenangkan', 'sebuah', 'bukit', 'yg', 'indahperlu', 'perbaikan', 'banyak']
Lumayan bagus, tp seperti kurang terpelihara;Lumayan bagus tp seperti kurang terpelihara;['lumayan', 'bagus', 'tp', 'seperti', 'kurang', 'terpelihara']
Nyaman sejuk. Semoga kedepan lebih baik;Nyaman sejuk Semoga kedepan lebih baik;['nyaman', 'sejuk', 'semoga', 'kedepan', 'lebih', 'baik']
Mayan lah ya setidaknya ada wisata di daerah situ;Mayan lah ya setidaknya ada wisata di daerah situ;['mayan', 'lah', 'ya', 'setidaknya', 'ada', 'wisata', 'di', 'daerah', 'situ']
Suka bangettt banyak sport selfie nya;Suka bangettt banyak sport selfie nya;['suka', 'bangettt', 'banyak', 'sport', 'selfie', 'nya']
Indah sekali, tempat paling pas buat tomantisan;Indah sekali tempat paling pas buat tomantisan;['indah', 'sekali', 'tempat', 'paling', 'pas', 'buat', 'tomantisan']
Pemandangan yang sangat bagus dan alami;Pemandangan yang sangat bagus dan alami;['pemandangan', 'yang', 'sangat', 'bagus', 'dan', 'alami']
Pemandangan yg indah dari atas bukit;Pemandangan yg indah dari atas bukit;['pemandangan', 'yg', 'indah', 'dari', 'atas', 'bukit']
Tempat wisata yg keren;Tempat wisata yg keren;['tempat', 'wisata', 'yg', 'keren']
Tempatnya kotor kurang perawatan;Tempatnya kotor kurang perawatan;['tempatnya', 'kotor', 'kurang', 'perawatan']
Menyenangkan;Menyenangkan;['menyenangkan']
Spot buat foto2 banget;Spot buat foto banget;['spot', 'buat', 'foto', 'banget']
tempat istimewa bersama orang yang istimewa;tempat istimewa bersama orang yang istimewa;['tempat', 'istimewa', 'bersama', 'orang', 'yang', 'istimewa']
Semakin keren saja;Semakin keren saja;['semakin', 'keren', 'saja']
Bagus pemandangannya;Bagus pemandangannya;['bagus', 'pemandangannya']
Bagus,indah panoramanya;Bagusindah panoramanya;['bagusindah', 'panoramanya']
Tiketnya lumayan mahal;Tiketnya lumayan mahal;['tiketnya', 'lumayan', 'mahal']
Senja, Pemandangan alam yg cantik;Senja Pemandangan alam yg cantik;['senja', 'pemandangan', 'alam', 'yg', 'cantik']
Bagus sekali;Bagus sekali;['bagus', 'sekali']
Indahnya berlibur;Indahnya berlibur;['indahnya', 'berlibur']
Terbaik;Terbaik;['terbaik']
Tempatnya indah sekali;Tempatnya indah sekali;['tempatnya', 'indah', 'sekali']
Mantap bagus;Mantap bagus;['mantap', 'bagus']
Lumayan..;Lumayan;['lumayan']
Mantap indaah;Mantap indaah;['mantap', 'indaah']
Tempatnya bagus;Tempatnya bagus;['tempatnya', 'bagus']
lumayan lah....;lumayan lah;['lumayan', 'lah']
Terlalu biasa ?? …;Terlalu biasa;['terlalu', 'biasa']
Pelayanan puas;Pelayanan puas;['pelayanan', 'puas']
Siip;Siip;['siip']
Baik;Baik;['baik']
Mantulll;Mantulll;['mantulll']
Unik;Unik;['unik']
siap;siap;['siap']
Bagus;Bagus;['bagus']
Bagus;Bagus;['bagus']
Bagus;Bagus;['bagus']
